Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
FRTHF,FRUITAS HOLDINGS INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ITGDF,INTEGRAL DIAGNOSTICS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
STGYF,STINGRAY GRP INC SUB VTG,Pink Current,5.615000,,0,Foreign Ordinary Shares,,
TOITF,TOPICUS COM INC SUB VTG,Pink Current,63.755400,8.042400,4608,Foreign Ordinary Shares,,
MKLNF,M1 KLINIKEN AG O N,Pink Current,11.932600,,0,Foreign Ordinary Shares,,
AMGRF,AMA GROUP LTD,Pink Current,0.460000,,0,Foreign Ordinary Shares,,
AQUEF,AQUARIUS ENGINES A M LTD,Pink Current,12.654700,,0,Foreign Ordinary Shares,,
VHIBF,VITALHUB CORP COM NO PAR,Pink Current,2.351400,,0,Foreign Ordinary Shares,,
DOCMF,DR MARTENS PLC,Pink Current,6.350000,-2.307700,200,Foreign Ordinary Shares,,
CATTF,CAT STRATEGIC METALS CORP,Pink Current,0.059700,17.058800,50500,Foreign Ordinary Shares,,
KSHTY,KUAISHOU TECH UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
KUASF,KUAISHOU TECHNOLOGY B,Pink Current,39.250000,,0,Foreign Ordinary Shares,,
VIVRF,VIVORYON THERAPEUTICS NV,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
MANOF,MANOLETE PARTNERS PLC,Pink Current,2.467510,,0,Foreign Ordinary Shares,,
KROEF,KR1 PLC,Pink Current,2.700000,3.846200,120157,Foreign Ordinary Shares,,
EURMF,EUROPCAR GROUPE SA,Pink Current,0.335000,,0,Foreign Ordinary Shares,,
IGEPF,IGE PLUS XAO SA,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
INSXF,INSTALLUX SA,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
TRLQF,TRILOGIQ,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CLNMF,CLEAN MOTION AB,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ENLBF,ENLAB AB,Pink Current,6.200000,,0,Foreign Ordinary Shares,,
PTPPF,PT PP PERSERO TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
JPFAF,PT JAPFA COMFEED INDONSIA,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
HNSPF,HANSOH PHARMACEUTICAL GP,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SECNF,SEC CARBON LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
BKTRF,BLACK ROCK MINING LTD,Pink Current,0.110000,,0,Foreign Ordinary Shares,,
MREYF,MONTEREY MINERALS INC,Pink Current,0.000000,,0,Common Stock,,
RDWWF,REDROW PLC,Pink Current,8.683300,,0,Foreign Ordinary Shares,,
NNGRF,NANOREPRO AG,Pink Current,18.500000,,0,Foreign Ordinary Shares,,
MBKBF,METAL BANK LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NEMKY,NEMETSCHEK SE UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
CHBBY,CHINA BOHAI BK UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
HPSYF,HORIZONS PSYCHEDLIC ETF A,Pink Current,6.882010,-5.075700,5148,ETFs,,
SRBRF,SAPURA RESOURCES BHD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PTASF,PT ASTRA OTOPARTS TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NMDBF,NEONMIND BIOSCIENCES INC,Pink Current,0.190000,-0.907500,33742,Foreign Ordinary Shares,,
THNPF,TECHNIP ENERGIES NV,Pink Current,14.981500,0.210700,3598,Foreign Ordinary Shares,,
THNPY,TECHNIP ENERGIES S/ADR,Pink Current,14.970000,0.267900,593681,ADRs,,
MBRFF,MO-BRUK SA KORZENNA,Pink Current,101.750000,,0,Foreign Ordinary Shares,,
PZZZF,SARIMELATI KENCANA TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
GOTWF,GO2 PEOPLE LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
KNTTF,KINTETSU DEPARTMENT STORE,Pink Current,0.000000,,100,Foreign Ordinary Shares,,
ADONF,ANTEOTECH LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
JWLLF,JAMIESON WELLNESS INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AKORF,AKORA RES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
TPZEF,TOPAZ ENERGY CORP,Pink Current,11.579390,0.865200,49300,Foreign Ordinary Shares,,
SENOF,SENSORION SA,Pink Current,2.728800,,0,Foreign Ordinary Shares,,
BTVRF,BLUERUSH INC,Pink Current,0.162400,,0,Foreign Ordinary Shares,,
TECFF,TECO 2030 AS,Pink Current,1.100000,,34534,Foreign Ordinary Shares,,
NGRRF,NAGARRO SE,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
UCIDF,UNI-CHARM INDONESIA TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PSRJF,PT SRI REJEKI ISMAN TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PTWKF,PT WISMILAK INTI MAKMUR,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CTRNF,CHAR TECHNOLOGIES LTD,Pink Current,0.606500,,0,Foreign Ordinary Shares,,
BRCKF,BROCKHAUS CAP MGMT AG,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SIKTF,SUMO INDO KABEL TBK PT,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
KPCTF,KAPUAS PRIMA COAL TBK PT,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PTBFF,PT BEKASI FAJAR INDL,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
MAIGF,MAINSTREAM GRP HLDGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ECIVF,ESG CORE INV B V MKT WTS,Pink Current,0.000000,,0,Warrants,,
YIDUF,YIDU TECH INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
MIKAF,MITRA KELUARGA KARYASEHAT,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NUWHF,NU-WORLD HOLDING,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SOLBF,SOLVBL SOLUTIONS INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
JWCTF,JW CAYMAN THERAPEUTICS CO,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
IINDF,INTEGRA INDOCABINET TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
EBINF,EBOOK INITIATIVE JAPAN CO,Pink Current,0.000000,,100,Foreign Ordinary Shares,,
DSKGF,DUSK GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
JHRTF,JOHORE TIN BHD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PTBLF,PT BUANA LISTYA TAMA TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PTJTF,PT JASUINDO TIGA PERKASA,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CMNLF,CMON LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
LYXFF,LYXOR INDX FD TEC E F ETF,Pink Current,0.000000,,0,ETFs,,
PMAUF,PREMIER INVESTMENTS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
MMSBF,MEGMILK SNOW BRAND CO LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
BMGCF,BLACK MTN GOLD USA CORP,Pink Current,0.420000,,0,Common Stock,,
ERXCF,EREX CO LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
THRTF,THREAT PROTECT AUSTRALIA,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
HWAFF,HWA FONG RBBR THAILND D/R,Pink Current,0.000000,,0,Other Security Type,,
MCRXF,MICRO X LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
GEDUF,G8 EDUCATION LTD,Pink Current,0.000000,,0,Common Stock,,
NTNOF,NORTHERN OCEAN LTD,Pink Current,1.716200,,0,Foreign Ordinary Shares,,
PKANF,PUREK HLDGS CORP,Pink Current,4.988800,,0,Common Stock,,
VOTDF,VOTI DETECTION INC,Pink Current,0.500000,,0,Foreign Ordinary Shares,,
OSHDF,OSHIDORI INTL HLDGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
BCTCF,BC TECHNOLOGY GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
MVAIF,MINERVA INTELLIGENCE INC,Pink Current,0.200100,,0,Foreign Ordinary Shares,,
TWDLF,TRACKWISE DESIGNS LTD,Pink Current,3.567700,,0,Foreign Ordinary Shares,,
GCSSF,GECOSS CORP,Pink Current,0.000000,,100,Foreign Ordinary Shares,,
VLTRF,VOLT RES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NYXFF,NYXOAH S A,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
HNXMF,HUANXI MEDIA GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NIPAF,NIPPON INDOSARI CORPINDO,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
WSBPF,WASKITA BETON PRECAST TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
BDLSF,BARD1 LIFE SCIENCES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
RPGHF,RPMGLOBAL HLDGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
STNRF,STINGER RES INC,Pink Current,0.230800,7.931200,3440,Foreign Ordinary Shares,,
INPOY,INPOST S A UNSP/ADR,Pink Current,8.750000,,46,ADRs,,
SKURF,SAKURA INTERNET INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SHKBF,SHIBUYA KOGYO CO LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
HDNRF,HOMECO DAILY NEEDS REIT,Pink Current,0.000000,,0,Units,,
TGNMF,TUNGSTEN MNG NL,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PKNPF,PT BANK NISP TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
TGSEF,TGS ESPORTS INC,Pink Current,0.170100,,0,Foreign Ordinary Shares,,
GEXCF,GD EXPRESS CARRIER BHD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PDSNF,PT DHARMA SATYA NUSANTARA,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PPBRF,PT PAN BROTHERS TBK,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
LBCEF,LBC EXPRESS HLDGS INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SNWGF,SNOWLINE GOLD CORP,Pink Current,0.525200,1.000000,29150,Foreign Ordinary Shares,,
TCAPF,TP ICAP GROUP PLC,Pink Current,3.277086,,0,Foreign Ordinary Shares,,
GKTXF,GENKYOTEX DS21 RTS,Pink Current,0.000000,,0,Rights,,
CTTLF,CETTIRE LTD,Pink Current,0.959200,,0,Foreign Ordinary Shares,,
JFEYF,JFE SYS INC,Pink Current,0.000000,,100,Foreign Ordinary Shares,,
HSRMF,HASTINGS TECHNOLOGY METAL,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
LTRBF,LATROBE MAGNESIUM LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
HNGGF,HONGGUANG LIGHTING HLDGS,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
MNPGY,MOONPIG GROUP PLC ADR,Pink Current,0.000000,,0,ADRs,,
YMFCF,YAMASHIN FILTER CORP,Pink Current,0.000000,,5688,Common Stock,,
GMNGF,GOLD MOUNTAIN LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
BJECF,BEJING ENTERPRISES CLEAN,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
GNTGF,GENTING PLANTATIONS BHD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
WLCNF,WILCON DEPOT INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
UPGGY,UNIFIEDPOST GRP UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
JFECF,JFE CONTAINER CO LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CERRF,CERRADO GOLD INC,Pink Current,0.846720,5.840000,7900,Common Stock,,
RLHPF,RLH PPTYS S A B,Pink Current,0.658800,,0,Foreign Ordinary Shares,,
VTWRF,VANTAGE TOWERS AG,Pink Current,28.750000,,0,Foreign Ordinary Shares,,
CHPEF,CHINA PENGFEI GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
TMBIF,TOMBADOR IRON LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
TKBGF,TAKBO GROUP HLDGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
DSNCF,DESIGN CAP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
JYBSF,JAYA BERSAMA INDO TBK PT,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
MSGCF,MAS GOLD CORP,Pink Current,0.100000,,5000,Foreign Ordinary Shares,,
IFSTF,IFAST CORP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AMROF,AMAERO INTERNATIONAL LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CYCMF,CYCLOPHARM LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
BRNBF,B R A I N BIOTECHNOLOGY,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NNVUF,NANOVEU LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
FRBMF,FIREBIRD METALS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
DLHGF,DL HOLDINGS GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ANDMF,ANDROMEDA METALS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
MAXFF,MAX STOCK LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
TRTPF,TRUSTPILOT GROUP PLC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
UBGHF,U BANQUET GROUP HLDG LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CTPVF,CTP N V,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
OPTHF,OPTIMI HEALTH CORP,Pink Current,0.000000,,0,Common Stock,,
SNEHF,SNACK EMPIRE HOLDINGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
MFPBF,MFEC PUB CO LTD NVDR D/R,Pink Current,0.000000,,0,Other Security Type,,
HAIVF,HAIVISION SYS INC,Pink Current,7.645600,,500,Common Stock,,
EUENF,EURASIA ENERGY LTD,Pink Current,0.007500,11.940300,22053,Foreign Ordinary Shares,Anguilla,
WOPEF,WOODSIDE PETROLEUM LTD,Pink Current,19.170000,,1,Foreign Ordinary Shares,Australia,Western Australia
WOPEY,WOODSIDE PETROL LTD S/ADR,Pink Current,18.210000,-1.005700,11398,ADRs,Australia,Western Australia
WEBNF,WESTPAC BANKING CP ORD,Pink Current,18.675000,2.049200,250,Foreign Ordinary Shares,Australia,New South Wales
VPTOF,SENEX ENERGY LTD  ORD,Pink Current,0.350100,,62,Foreign Ordinary Shares,Australia,
SSLZY,SANTOS LTD SP/ADR,Pink Current,5.375000,,0,ADRs,Australia,South Australia
STOSF,SANTOS LTD REG,Pink Current,5.380000,,0,Foreign Ordinary Shares,Australia,South Australia
ANSLF,ANSELL LTD ORD SHS,Pink Current,29.000000,,0,Foreign Ordinary Shares,Australia,
ANSLY,ANSELL LTD S/ADR,Pink Current,117.750000,,143,ADRs,Australia,
NCMGF,NEWCREST MINING LTD ORD,Pink Current,19.280000,2.826700,2000,Foreign Ordinary Shares,Australia,Victoria
NCMGY,NEWCREST MINING LTD S/ADR,Pink Current,18.960000,2.486500,64383,ADRs,Australia,Victoria
NABZY,NATL AUSTRALIA BK S/ADR,Pink Current,9.910000,0.202200,39272,ADRs,Australia,Victoria
NAUBF,NATL AUSTRALIA BK LTD ORD,Pink Current,19.480000,,0,Foreign Ordinary Shares,Australia,Victoria
RGRNF,REGIS RESOURCES NL ORD,Pink Current,2.290000,-2.136800,2005,Foreign Ordinary Shares,Australia,Western Australia
FARYF,FAR LTD,Pink Current,0.020000,28.617400,4000,Foreign Ordinary Shares,Australia,
CCLAF,COCA-COLA AMATIL LTD ORD,Pink Current,10.190000,,0,Foreign Ordinary Shares,Australia,New South Wales
CCLAY,COCA-COLA AMATIL S/ADR,Pink Current,10.310000,0.438400,4572,ADRs,Australia,New South Wales
CSRLF,CSR LTD ORD,Pink Current,4.290000,,0,Foreign Ordinary Shares,Australia,New South Wales
BHPLF,BHP BILLITON LTD ORD,Pink Current,34.265000,,248199,Foreign Ordinary Shares,Australia,Victoria
OGFGF,ORIGIN ENERGY LTD ORD,Pink Current,3.730000,,0,Foreign Ordinary Shares,Australia,New South Wales
OGFGY,ORIGIN ENERGY UNSP/ADR,Pink Current,3.400000,,0,ADRs,Australia,New South Wales
ANEWF,AUSTRALIA&N Z BKG GRP ORD,Pink Current,21.050000,,0,Foreign Ordinary Shares,Australia,Victoria
ANZBY,AUSTRALIA&N Z BKG S/ADR,Pink Current,21.462500,-0.139600,17998,ADRs,Australia,Victoria
STBMF,ST. BARBARA LTD ORD NEW,Pink Current,1.520000,0.000000,700,Foreign Ordinary Shares,Australia,Victoria
STBMY,ST BARBARA LTD S/ADR,Pink Current,7.450000,,0,ADRs,Australia,Victoria
TABCF,TABCORP HOLDINGS LTD ORD,Pink Current,3.470000,,0,Foreign Ordinary Shares,Australia,Victoria
TACBY,TABCORP HOLDINGS UNSP/ADR,Pink Current,6.960000,,0,ADRs,Australia,Victoria
CWLDF,CROWN RESORTS LTD ORD,Pink Current,10.000000,,0,Foreign Ordinary Shares,Australia,Victoria
CWLDY,CROWN RESORTS UNSP/ADR,Pink Current,18.390000,,0,ADRs,Australia,Victoria
TLSYY,TELSTRA CORP S/ADR,Pink Current,12.970000,-1.158400,5217,ADRs,Australia,Victoria
TTRAF,TELSTRA CORP LTD,Pink Current,2.550000,,0,Foreign Ordinary Shares,Australia,Victoria
ALTAF,ALTURA MINING LTD ORD,Pink Current,0.021000,,0,Foreign Ordinary Shares,Australia,
ARLUF,ARISTOCRAT LEISURE ORD,Pink Current,26.129000,1.353800,1000,Foreign Ordinary Shares,Australia,New South Wales
LLESF,LEND LEASE CRP STPLD SECS,Pink Current,9.750000,,0,Foreign Ordinary Shares,Australia,New South Wales
LLESY,LENDLEASE CORP LTD S/ADR,Pink Current,10.110000,4.604200,436,ADRs,Australia,New South Wales
RIDYF,RIDLEY CORP,Pink Current,0.888700,,0,Foreign Ordinary Shares,Australia,New South Wales
AZZEF,BLUE STAR HELIUM LTD,Pink Current,0.031000,3.333300,47300,Foreign Ordinary Shares,Australia,Western Australia
QABSY,QANTAS AIR LTD S/ADR NEW,Pink Current,19.300000,,74,ADRs,Australia,New South Wales
QUBSF,QANTAS AIRWAYS LTD NEW,Pink Current,3.760000,0.266700,15100,Foreign Ordinary Shares,Australia,New South Wales
ALMFF,ALTIUM LTD ORD,Pink Current,20.241000,,0,Foreign Ordinary Shares,Australia,New South Wales
CMSQF,COMPUTERSHARE LTD AUD,Pink Current,11.460000,,0,Foreign Ordinary Shares,Australia,
CMSQY,COMPUTERSHARE LTD ADR,Pink Current,11.560000,1.850200,235,ADRs,Australia,
GSMGF,INDIANA RES LTD ORD,Pink Current,0.060000,,0,Foreign Ordinary Shares,Australia,Western Australia
WOLWF,WOOLWORTHS LTD ORD,Pink Current,30.520000,,95,Foreign Ordinary Shares,Australia,New South Wales
WOLZY,WOOLWORTHS GRP S/ADR 144A,Pink Current,0.000000,,0,ADRs,Australia,New South Wales
BOALF,BORAL LTD ORD,Pink Current,4.550000,0.886900,1205,Foreign Ordinary Shares,Australia,New South Wales
BOALY,BORAL LTD SP/ADR,Pink Current,17.120000,,0,ADRs,Australia,New South Wales
TRAUF,TRANSURBAN GRP ORD UTS,Pink Current,9.930000,0.761000,631,Foreign Ordinary Shares,Australia,
ICNOF,ICON ENERGY LTD ORD,Pink Current,0.013050,-42.256600,10000,Foreign Ordinary Shares,Australia,Queensland
TAPOF,TAP OIL NL FGN AUD,Pink Current,0.001200,,0,Foreign Ordinary Shares,Australia,Western Australia
CALZF,POLYNOVO LTD OTD,Pink Current,2.500000,,1,Foreign Ordinary Shares,Australia,Victoria
ILKAY,ILUKA RES LTD UNSP/ADR,Pink Current,27.200000,,0,ADRs,Australia,Western Australia
PALAF,PALADIN ENERGY LTD ORD,Pink Current,0.291000,-4.276300,2638328,Foreign Ordinary Shares,Australia,
LGTHF,CIMIC GROUP LTD ORD,Pink Current,13.800000,,0,Foreign Ordinary Shares,Australia,
EGRAF,ENERGY RES OF AUST LTD,Pink Current,0.195000,,0,Foreign Ordinary Shares,Australia,
EGRAY,ENERGY RES AUS UNSP/ADR A,Pink Current,0.090000,,0,ADRs,Australia,
AUSDF,PERENTI GLOBAL LTD,Pink Current,0.785000,-0.632900,3500,Foreign Ordinary Shares,Australia,
CGAAY,A2B AUSTRLA LTD UNS/AD,Pink Current,1.620000,,0,ADRs,Australia,New South Wales
AUTLF,AUSTAL LTD,Pink Current,1.750000,2.339200,300,Foreign Ordinary Shares,Australia,Western Australia
AUTLY,AUSTAL LTD S/ADR,Pink Current,19.650000,,20,ADRs,Australia,Western Australia
CFIGY,CHALLENGER LTD UNSP/ADR,Pink Current,67.550000,,0,ADRs,Australia,New South Wales
MCSHF,METCASH LTD ORD,Pink Current,2.750000,,0,Foreign Ordinary Shares,Australia,New South Wales
CBAUF,CMNWLTH BK AUSTRALIA,Pink Current,64.690000,,0,Foreign Ordinary Shares,Australia,New South Wales
CBAUY,CMNWLTH BK AUSTRLA 144A,Pink Current,0.000000,,0,New York Registry Shs,Australia,New South Wales
CMWAY,CMNWLTH BK AUSTRLA S/ADR,Pink Current,65.850000,0.765100,17381,ADRs,Australia,New South Wales
MTBMF,MOUNT BURGESS MINING NL,Pink Current,0.000100,,0,Foreign Ordinary Shares,Australia,Western Australia
OCLDF,ORICA LIMITED,Pink Current,9.770000,,0,Foreign Ordinary Shares,Australia,
OCLDY,ORICA LTD UNSP/ADR,Pink Current,10.740000,,0,ADRs,Australia,
BKQNY,BANK OF QUEENSLAND UN/ADR,Pink Current,13.195000,,0,ADRs,Australia,Queensland
CLVLF,CLINUVEL PHARMS ORD,Pink Current,21.200000,,0,Foreign Ordinary Shares,Australia,Victoria
CLVLY,CLINUVEL PHARMS LTD S/ADR,Pink Current,20.970000,3.657900,250,ADRs,Australia,Victoria
IFMDF,INFOMEDIA LTD,Pink Current,0.570000,,0,Foreign Ordinary Shares,Australia,
CHEOF,COCHLEAR PLC ORD,Pink Current,158.000000,,1,Foreign Ordinary Shares,Australia,New South Wales
CHEOY,COCHLEAR PLC UNSP/ADR,Pink Current,80.260000,,211,ADRs,Australia,New South Wales
GBNLF,GLOBE INTL LTD,Pink Current,0.400000,,0,Foreign Ordinary Shares,Australia,
QBEIF,QBE INSURANCE GRP LTD,Pink Current,7.250000,,0,Foreign Ordinary Shares,Australia,
QBIEY,QBE INSURANCE GP S/ADR,Pink Current,7.270000,2.106700,3721,ADRs,Australia,
ADBCF,ADBRI LIMITED,Pink Current,2.700000,5.468800,400,Foreign Ordinary Shares,Australia,
ADLDY,ADBRI LIMITED  UNS/ADR,Pink Current,9.370000,,0,ADRs,Australia,
AINSF,AINSWORTH GAME TECH LTD,Pink Current,0.595000,-0.833300,36221,Foreign Ordinary Shares,Australia,
MCRZF,MINCOR RES NL,Pink Current,0.735000,1.379300,4500,Foreign Ordinary Shares,Australia,
IAUGF,INSURANCE AUSTRALIA GROUP,Pink Current,3.850000,,0,Foreign Ordinary Shares,Australia,New South Wales
IAUGY,INSURANCE AUSRLA UNSP/ADR,Pink Current,18.020000,,11,ADRs,Australia,New South Wales
CMXHF,CSL LTD,Pink Current,197.820000,,0,Foreign Ordinary Shares,Australia,Victoria
CSLLY,CSL LTD SP/ADR,Pink Current,101.250000,0.997500,40262,ADRs,Australia,Victoria
GUDDY,G U D HOLDINGS UNSP/ADR,Pink Current,13.000000,,0,ADRs,Australia,Victoria
BLSFY,BLUESCOPE STL UNS/ADR NEW,Pink Current,73.560000,,2,ADRs,Australia,Victoria
MCQEF,MACQUARIE GRP LTD,Pink Current,113.000000,,0,Foreign Ordinary Shares,Australia,New South Wales
MQBKY,MACQUARIE GROUP LTD S/ADR,Pink Current,116.820000,1.204200,4192,ADRs,Australia,New South Wales
TRYRF,TROY RESOURCES LTD ORD,Pink Current,0.051000,,0,Foreign Ordinary Shares,Australia,Western Australia
RMGGF,RESOLUTE MINING LTD,Pink Current,0.350000,4.790400,9590,Foreign Ordinary Shares,Australia,Western Australia
RMGGY,RESOLUTE MINING S/ADR,Pink Current,3.470000,-23.903500,120,ADRs,Australia,Western Australia
ATHJF,ANTISENSE THERAPEUTICS,Pink Current,0.164130,-0.285500,2000,Foreign Ordinary Shares,Australia,Victoria
ATHJY,ANTISENSE THERAPTCS S/ADR,Pink Current,0.750000,,0,ADRs,Australia,Victoria
EDESY,ELDERS LTD UNSP/ADR,Pink Current,39.450000,,0,ADRs,Australia,South Australia
HNORF,HARVEY NORMAN HLDGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,New South Wales
HNORY,HARVEY NRMN HDGS UNSP/ADR,Pink Current,21.410000,,0,ADRs,Australia,New South Wales
AELTF,ADACEL TECHS LTD,Pink Current,0.680000,-5.555600,1620,Foreign Ordinary Shares,Australia,
AMLTF,AMP LTD,Pink Current,1.010000,,0,Foreign Ordinary Shares,Australia,
AMLYY,AMP LIMITED S/ADR,Pink Current,3.960000,,0,ADRs,Australia,
KSKGF,KINGSGATE CONS NL,Pink Current,0.691000,,0,Foreign Ordinary Shares,Australia,New South Wales
OZMLF,OZ MINERALS LTD ORD,Pink Current,17.230000,-1.599100,159,Foreign Ordinary Shares,Australia,Victoria
WFAFF,WESFARMERS LTD OLD,Pink Current,39.360000,,0,Foreign Ordinary Shares,Australia,
WFAFY,WESFARMERS LTD UNSP/ADR,Pink Current,20.095000,0.827900,30100,ADRs,Australia,
SNMCY,SUNCORP GROUP LTD S/ADR,Pink Current,7.820000,5.818700,210,ADRs,Australia,
SNMYF,SUNCORP GROUP LTD ORD,Pink Current,7.950000,,0,Foreign Ordinary Shares,Australia,
ASXFF,ASX LTD ORD,Pink Current,54.210000,,72,Foreign Ordinary Shares,Australia,New South Wales
ASXFY,ASX LTD UNSP/ADR,Pink Current,54.435000,-2.794600,5197,ADRs,Australia,New South Wales
SKHCF,SONIC HEALTHCARE LTD,Pink Current,26.958000,,605,Foreign Ordinary Shares,Australia,New South Wales
SKHHY,SONIC HEALTHCARE SP/ADR,Pink Current,26.880000,-0.130000,13011,ADRs,Australia,New South Wales
GRCLF,GRAINCORP LTD,Pink Current,3.930000,1.550400,3423,Foreign Ordinary Shares,Australia,
IPGDF,INDEPENDENCE GOLD NL ORD,Pink Current,4.804000,-0.928000,1250,Foreign Ordinary Shares,Australia,
MLOOF,MOLOPO ENERGY LTD,Pink Current,0.001600,,0,Foreign Ordinary Shares,Australia,Victoria
WYGPF,WORLEY LTD,Pink Current,7.951000,,0,Foreign Ordinary Shares,Australia,
WYGPY,WORLEY LTD UNSP/ADR,Pink Current,8.010000,-0.496900,752,ADRs,Australia,
MTIRF,MITHRIL RES LTD ORD,Pink Current,0.305000,,0,Foreign Ordinary Shares,Australia,South Australia
PANRF,PANORAMIC RES LTD ORD,Pink Current,0.094000,,0,Foreign Ordinary Shares,Australia,Western Australia
DGMLF,DE GREY MINING LTD,Pink Current,0.765000,,50,Foreign Ordinary Shares,Australia,Western Australia
